"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Mesh_Materials/standardSurface41.standardSurface41","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface40.standardSurface40","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface4.standardSurface4","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface38.standardSurface38","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface36.standardSurface36","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface35.standardSurface35","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface34.standardSurface34","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface32.standardSurface32","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface31.standardSurface31","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface30.standardSurface30","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface3.standardSurface3","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface29.standardSurface29","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface28.standardSurface28","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface27.standardSurface27","0","14","1","1","0.000000","0","83"
"/Game/Mesh_Materials/standardSurface26.standardSurface26","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface25.standardSurface25","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface24.standardSurface24","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface23.standardSurface23","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface22.standardSurface22","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface21.standardSurface21","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface20.standardSurface20","0","14","1","1","0.000000","0","75"
"/Game/Mesh_Materials/standardSurface2.standardSurface2","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface19.standardSurface19","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface18.standardSurface18","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface17.standardSurface17","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface16.standardSurface16","0","14","1","1","0.000000","0","80"
"/Game/Mesh_Materials/standardSurface15.standardSurface15","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface14.standardSurface14","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface13.standardSurface13","0","14","1","1","0.000000","0","74"
"/Game/Mesh_Materials/standardSurface12.standardSurface12","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface11.standardSurface11","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface10.standardSurface10","0","14","1","1","0.000000","0","71"
"/Game/Mesh_Materials/standardSurface1.standardSurface1","0","14","1","1","0.000000","0","71"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","4","1","15.070094","0","46"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","26","7","1","30.608715","0","120"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","4","1","0.000000","0","71"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","53","21","6","40.108902","0","270"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","67","5","1","87.105980","0","610"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Game/Track/M_Track.M_Track","0","0","26","1","0.000000","0","0"
"/Game/Vehicles/SportsCar/Materials/M_SportsCar_Wheel.M_SportsCar_Wheel","0","0","26","1","0.000000","0","0"
"/Game/Vehicles/SportsCar/Materials/M_SportsCar.M_SportsCar","0","0","90","3","0.000000","0","0"
"/Game/Vehicles/OffroadCar/Materials/M_OffroadCar_Wheel.M_OffroadCar_Wheel","0","0","26","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","559"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","28","46","2","29.788254","0","226"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","6.692360","0","7"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","4","1","3.748639","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","35","36","2","26.686584","0","1945"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","5","1","7.790483","0","28"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","68","1","1","423.954163","0","591"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","36","7","1","18.801128","0","284"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","23","1","1","17.763527","0","140"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","1.519436","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","4","1","1.532901","0","7"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","4","1","2.494937","0","4"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","9","1","21.489086","0","121"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","35","5","1","27.797010","0","280"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","35","5","1","0.000000","0","280"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","127","6","1","108.570114","0","1671"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","6","1","22.817123","0","126"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","5","5","1","3.620594","0","5"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","1","1","6.430429","0","20"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","1","1","1.762478","0","10"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","6","4","1","2.789086","0","17"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","87","9","1","75.543846","0","403"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","656","82","1","478.737152","0","12157"
"Globals","49","5606","0","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","29","2","1","29.554474","0","141"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","3","1","4.937493","0","21"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","3","1","1","2.704706","0","8"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","3","3","1","2.307615","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","1","1","5.878282","0","18"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","5","5","1","4.359814","0","9"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","2.476277","0","4"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","3","3","1","4.301200","0","5"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","1","1","13.910175","0","71"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","3","1","1","2.208847","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","2","1","19.523497","0","110"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","3","1","10.782661","0","47"
"/Engine/VREditor/TransformGizmo/Main.Main","49","3","1","1","2.355744","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","44","7","1","21.630112","0","220"
"/Game/Mesh_Materials/WorldGridMaterial.WorldGridMaterial","49","26","10","1","9.402332","0","110"
"/Game/Mesh_Materials/standardSurface9.standardSurface9","49","14","3","1","0.000000","0","47"
"/Game/Mesh_Materials/standardSurface8.standardSurface8","49","14","3","1","0.000000","0","47"
"/Game/Mesh_Materials/standardSurface79.standardSurface79","49","14","3","1","0.000000","0","47"
"/Game/Mesh_Materials/standardSurface77.standardSurface77","49","14","3","1","0.000000","0","60"
"/Game/Mesh_Materials/standardSurface76.standardSurface76","49","14","3","1","0.000000","0","47"
"/Game/Mesh_Materials/standardSurface74.standardSurface74","49","14","3","1","0.000000","0","47"
"/Game/Mesh_Materials/standardSurface73.standardSurface73","49","14","3","1","0.000000","0","47"
"/Game/Mesh_Materials/standardSurface70.standardSurface70","49","14","1","1","0.000000","0","50"
"/Game/Mesh_Materials/standardSurface68.standardSurface68","49","14","3","1","0.000000","0","47"
"/Game/Mesh_Materials/standardSurface67.standardSurface67","49","14","3","1","0.000000","0","58"
"/Game/Mesh_Materials/standardSurface66.standardSurface66","49","14","3","1","0.000000","0","58"
"/Game/Mesh_Materials/standardSurface65.standardSurface65","49","14","3","1","0.000000","0","58"
"/Game/Mesh_Materials/standardSurface64.standardSurface64","49","14","3","1","0.000000","0","58"
"/Game/Mesh_Materials/standardSurface63.standardSurface63","49","14","3","1","0.000000","0","66"
"/Game/Mesh_Materials/standardSurface62.standardSurface62","49","14","3","1","0.000000","0","68"
"/Game/Mesh_Materials/standardSurface61.standardSurface61","49","14","3","1","0.000000","0","68"
"/Game/Mesh_Materials/standardSurface60.standardSurface60","49","14","3","1","0.000000","0","68"
"/Game/Mesh_Materials/standardSurface6.standardSurface6","49","14","3","1","0.000000","0","68"
"/Game/Mesh_Materials/standardSurface59.standardSurface59","49","14","3","1","0.000000","0","81"
"/Game/Mesh_Materials/standardSurface58.standardSurface58","49","14","3","1","0.000000","0","81"
"/Game/Mesh_Materials/standardSurface55.standardSurface55","49","14","3","1","0.000000","0","81"
"/Game/Mesh_Materials/standardSurface54.standardSurface54","49","14","3","1","0.000000","0","81"
"/Game/Mesh_Materials/standardSurface53.standardSurface53","49","14","3","1","0.000000","0","81"
"/Game/Mesh_Materials/standardSurface52.standardSurface52","49","14","1","1","0.000000","0","81"
"/Game/Mesh_Materials/standardSurface50.standardSurface50","49","14","7","1","0.000000","0","74"
"/Game/Mesh_Materials/standardSurface5.standardSurface5","49","14","7","1","0.000000","0","63"
"/Game/Mesh_Materials/standardSurface49.standardSurface49","49","14","7","1","0.000000","0","53"
"/Game/Mesh_Materials/standardSurface47.standardSurface47","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface45.standardSurface45","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface44.standardSurface44","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface42.standardSurface42","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface41.standardSurface41","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface40.standardSurface40","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface4.standardSurface4","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface38.standardSurface38","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface36.standardSurface36","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface35.standardSurface35","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface34.standardSurface34","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface32.standardSurface32","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface31.standardSurface31","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface30.standardSurface30","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface3.standardSurface3","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface29.standardSurface29","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface28.standardSurface28","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface27.standardSurface27","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface26.standardSurface26","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface25.standardSurface25","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface24.standardSurface24","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface23.standardSurface23","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface22.standardSurface22","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface21.standardSurface21","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface20.standardSurface20","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface2.standardSurface2","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface19.standardSurface19","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface18.standardSurface18","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface17.standardSurface17","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface16.standardSurface16","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface15.standardSurface15","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface14.standardSurface14","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface13.standardSurface13","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface12.standardSurface12","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface11.standardSurface11","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface10.standardSurface10","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/standardSurface1.standardSurface1","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/M_Lamp.M_Lamp","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/MI_ProcGrid.MI_ProcGrid","49","14","12","1","0.000000","0","41"
"/Game/Mesh_Materials/Fbx_Default_Material.Fbx_Default_Material","49","14","12","1","0.000000","0","41"
"/Game/surfaceShader5.surfaceShader5","49","14","3","1","0.000000","0","47"
"/Game/surfaceShader4.surfaceShader4","49","14","12","1","0.000000","0","41"
"/Game/surfaceShader3.surfaceShader3","49","14","12","1","0.000000","0","41"
"/Game/surfaceShader2.surfaceShader2","49","14","12","1","0.000000","0","41"
"/Game/surfaceShader1.surfaceShader1","49","14","12","1","0.000000","0","41"
"/Game/standardSurface1.standardSurface1","49","14","12","1","0.000000","0","41"
"/Game/lambert9.lambert9","49","14","12","1","0.000000","0","41"
"/Game/lambert8.lambert8","49","14","12","1","0.000000","0","41"
"/Game/lambert7.lambert7","49","14","12","1","0.000000","0","41"
"/Game/lambert6.lambert6","49","14","12","1","0.000000","0","41"
"/Game/lambert5.lambert5","49","14","12","1","0.000000","0","41"
"/Game/lambert29.lambert29","49","14","12","1","0.000000","0","41"
"/Game/lambert28.lambert28","49","14","12","1","0.000000","0","41"
"/Game/lambert27.lambert27","49","14","12","1","0.000000","0","41"
"/Game/lambert26.lambert26","49","14","12","1","0.000000","0","41"
"/Game/lambert25.lambert25","49","14","12","1","0.000000","0","41"
"/Game/lambert24.lambert24","49","14","12","1","0.000000","0","41"
"/Game/lambert23.lambert23","49","14","12","1","0.000000","0","41"
"/Game/lambert22.lambert22","49","14","12","1","0.000000","0","41"
"/Game/lambert21.lambert21","49","14","12","1","0.000000","0","41"
"/Game/lambert15.lambert15","49","14","12","1","0.000000","0","41"
"/Game/lambert14.lambert14","49","14","12","1","0.000000","0","41"
"/Game/lambert13.lambert13","49","14","12","1","0.000000","0","41"
"/Game/lambert12.lambert12","49","14","12","1","0.000000","0","41"
"/Game/lambert11.lambert11","49","14","12","1","0.000000","0","41"
"/Game/lambert10.lambert10","49","14","12","1","0.000000","0","41"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Game/Vehicles/SportsCar/Materials/M_SportsCar_Lights.M_SportsCar_Lights","49","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","82","10","1","116.705452","0","491"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","50","51","2","92.527580","0","3546"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","50","1","1","59.829414","0","1272"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","50","1","1","0.000000","0","1272"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","19.575949","0","322"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","5","1","1","3.820928","0","19"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","8","1","1","5.341446","0","39"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","4","1","1","1.820574","0","13"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","817","5","1","532.000244","0","27516"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","57","10","6","40.291496","0","361"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","6","1","1","2.717851","0","26"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","2","1","65.252029","0","1614"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","1","1","89.117462","0","2637"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","2.007074","0","13"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","2","1","18.504110","0","352"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","4","1","1","1.383970","0","11"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","4","1","1","1.472179","0","10"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","23","1","1","15.085132","0","133"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","44","1","1","26.672915","0","427"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","10","1","1","9.650856","0","52"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","68","5","1","113.889671","0","1017"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","46","50","2","94.553665","0","417"
